brand_name,brand_slug,brand_url,logo_url,instagram_url,facebook_url,physical_address,physical_address_type,physical_address_status,brand_source_status,brand_enrichment_notes
Vatev Leather,vatev-leather,https://vatevleather.com/,https://vatevleather.com/wp-content/themes/vatevleather/media/main_logo_medium.svg,https://www.instagram.com/vatevleather/,https://www.facebook.com/vatevleathercom,"магазин гр. Варна, бул. ""Света Елена"" 6 Б работно време Пон - Пет / 9:00 - 18:00ч Vatev Leather ltd. Ние произвеждаме кожени изделия. Всички наши продукти са ръчно",Магазин,PARTIAL,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
VERYCHI,verychi,https://verychi.eu/,https://verychi.eu/cdn/shop/files/logo_2x_70b1d372-bcf1-4467-a26d-0af4da7baed6_130x.png?v=1613527463,https://www.instagram.com/verychi_official/,https://www.facebook.com/Verychi-1507862072816878/,"Магазини София, ул. ""ген. Гурко"" 40 42.6909508,23.3295058",Магазин,VERIFIED_OFFICIAL_SITE,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Vitality Activewear,vitality-activewear,https://vitalityaw.com/,https://vitalityaw.com/cdn/shop/files/VAW_logo.png?v=1775069732&width=857,https://www.instagram.com/vitality.activewear/,https://www.facebook.com/profile.php?id=100039861581576,"магазин? Да, можете да ни откриете в гр. Пловдив на адрес ул. Цар Симеон 58 Материята на клиновете разтеглива ли е? Да, нашите материи имат разтегливост и са бързосъхнещи, подходящи за спорт и различни",Магазин,PARTIAL,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Witchcraft Botanicals,witchcraft-botanicals,https://witchcraftbotanicals.com/,https://witchcraftbotanicals.com/cdn/shop/files/Witchcraft_Logo.png?v=1748429806&width=600,https://www.instagram.com/witchcraftbotanicals/,https://www.facebook.com/WitchcraftBotanica,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Wooden Magic,wooden-magic,https://www.woodenmagic.eu/,https://www.woodenmagic.eu/cdn/shop/files/horizontal_a1140e6b-e4ce-4460-922a-d92176f066d6.png?v=1718401384,,,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Yana Mushing,yana-mushing,https://yanamushing.com/,https://yanamushing.com/media/90/13.jpg,https://www.instagram.com/yanamushing,https://www.facebook.com/YanaMushing/,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Zerofit,zerofit,https://zerofit.store/,https://zerofit.store/image/catalog/zerofitlogo.svg,,,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
БЪЛГАРИЯ ТЕКС,bulgaria-teks,https://havlia.com/,https://havlia.com/image/cache/catalog/logo-havlia-gray-0x0.svg,https://www.instagram.com/havliacom/,https://www.facebook.com/havliacom,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
"Затвори очи, Бо",zatvori-ochi-bo,https://zatvoriochibo.com,https://zatvoriochibo.com/wp-content/uploads/2025/10/ZatvoriOchiBo-300x300.webp,https://www.instagram.com/zatvoriochibo/,https://www.facebook.com/zatvoriochibo/,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Издателство Мармот,izdatelstvo-marmot,https://marmot-books.com/,https://marmot-books.com/cdn/shop/files/White_text_logo.svg?v=1783194753&width=360,http://instagram.com/marmotbooks,https://facebook.com/marmotbooks,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
КИТНА,kitna,https://kitna.bg/,https://kitna.bg/wp-content/uploads/2022/08/kitna-logo.png,https://www.instagram.com/kitna.bulgaria,https://www.facebook.com/KitnaBulgaria/,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Крилати Приятели,krilati-priateli,https://krilatipriateli.com/,https://krilatipriateli.com/media/91/1200.png,https://www.instagram.com/krilatipriateli/,https://www.facebook.com/KrilatiPriateli,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Криминист,kriminist,https://www.ozone.bg/,https://www.ozone.bg/skin/frontend/stenik/site/images/ozone-responsive-logo.svg?ver=1,https://www.instagram.com/ozone.bg/,https://www.facebook.com/Ozone.bg,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Луксима,luxima,https://luximabg.com/,https://luximabg.com/cdn/img/logo/6/6.png?width=600&height=600&v=1777461106,,https://www.facebook.com/profile.php?id=100057585694405,"Магазини: гр. София, ул. Дякон Игнатий 19 Работно време: Понеделник - Събота: 10:00-19:00 ч. неделя - почивен ден Свържете се с нас Име Фамилия",Магазин,PARTIAL,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Магия на хартия,magiya-na-hartiya,https://magianahartia.bg/,https://magianahartia.bg/wp-content/uploads/elementor/thumbs/cropped-Green-Classic-Ecology-Branding-Badge-Logo-4-rdjrihuftnuome2xjph18n0flpfimjbpyhpseczeao.png,https://www.instagram.com/magianahartia/,https://www.facebook.com/profile.php?id=61553601485347,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Малко зайче,malko-zaiche,https://www.malkozaiche.com,https://www.malkozaiche.com/media/91/3443.png,https://www.instagram.com/malkozaichecom/,https://www.facebook.com/Malkozaiche,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Разгар,razgar,https://www.razgar.bg,"https://static.wixstatic.com/media/a9e162_1f936cb070ad4f2599ae778ba22c7c3c~mv2.png/v1/fill/w_108,h_30,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/RazgarLogoFinalWhite.png",https://www.instagram.com/my.razgar/,https://www.facebook.com/my.razgar/,"Адрес: ул. Хан Аспарух 76, Пловдив, 4000, България",Неуточнен,VERIFIED_OFFICIAL_SITE,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Сапунена работилница,sapunena-rabotilnitsa,https://soapfactory.bg,,https://www.instagram.com/soapfactorybg/,https://www.facebook.com/soapfactory.bg/,"Адрес: гр. София, бул. Цариградско шосе 73 ДА РАБОТИМ ЗАЕДНО Нашите изцяло натурални продукти могат да бъдат открити в големите вериги магазини. А защо не и в тво",Магазин,PARTIAL,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Студио Дада,studio-dada,https://studiodada.eu,https://studiodada.eu/wp-content/uploads/2022/04/logo-dada.png,https://www.instagram.com/studiodada.eu/,https://www.facebook.com/StudioDada/,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Цвета Тодорова,cveta-todorova,https://cvetatodorova.com/,https://cvetatodorova.com/wp-content/uploads/2021/08/cropped-cropped-9F166BEA-5CF8-4141-8544-8E2AE5328760.png,,,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
