URL,OLD_META_DESCRIPTION,OLD_LENGTH,NEW_META_DESCRIPTION,NEW_LENGTH,SOURCE_CHANGED,STATUS
https://bulgaritam.bg/kutiya-za-bizhuta/,Открий кутия за бижута от български брандове в Българитъм.,58,"Открий кутия за бижута от български брандове в Българитъм. Ориентирай се по функция, изработка и приложението им. Данните са от бранда.",135,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/k/kozmetika-za-mazhe/,Открий за мъже в козметика от български марки в Българитъм. Подбрани продукти и по-лесно откриване.,99,"Открий за мъже в козметика от български марки в Българитъм. Подбрани продукти и по-лесно откриване. Ориентирай се по нужда, формула и начин на използване.",154,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/dankova-roklya/,"Дънкови рокли: сравни състава, кройката и размерите в предложенията от български брандове.",90,"Дънкови рокли: сравни състава, кройката и размерите в предложенията от български брандове. Ориентирай се по състав, силует и таблица с размери.",143,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/k/igri/,Открий игри в забавление от български марки в Българитъм. Подбрани продукти и по-лесно откриване.,97,Открий игри в забавление от български марки в Българитъм. Подбрани продукти и по-лесно откриване. Съпостави вариантите според нуждата и употребата.,147,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/p/set-lora/,Открий Сет Лора от OMAYA в Българитъм. Подбрани български продукти с неповторим дизайн и качество.,98,Дамски сет Лора от OMAYA в бяло: дълъг панталон с висока талия и ефирен елек със стилни копчета. Виж снимки и подробности за модела.,132,src/pages/p/[slug].astro,IMPROVED_BELOW_135
https://bulgaritam.bg/grivna-s-ime/,"Гривни с име: сравни гривни, детайла име, размера и закопчаването в информацията от бранда.",91,"Гривни с име: сравни гривни, детайла име, размера и закопчаването в информацията от бранда. Провери материала, размерите и начина на закопчаване.",145,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/p/svatba-e/,Открий Сватба е! от Mazno в Българитъм. Подбрани български продукти с неповторим дизайн и качество.,99,"Поздравителна картичка „Сватба е!“ от Mazno във формат А6, с празна вътрешна страна за лично пожелание, прецизен печат и включен плик.",134,src/pages/p/[slug].astro,IMPROVED_BELOW_135
https://bulgaritam.bg/kafyavo-palto/,"Кафяви палта: сравни нюанса, кройката и размерите в предложенията от български брандове.",88,"Кафяви палта: сравни нюанса, кройката и размерите в предложенията от български брандове. Сравни моделите по материя, кройка, размер и предназначение.",149,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/hematit-grivna/,"Гривни с хематит: сравни гривни, камъка хематит, размера и закопчаването в информацията от бранда.",98,"Гривни с хематит: сравни гривни, камъка хематит, размера и закопчаването в информацията от бранда. Ориентирай се по вид бижу, материал, камък и размер.",151,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/kozmetika-za-hidratatsiya/,Козметика за хидратация: ориентирай се според хидратация.,57,"Козметика за хидратация: ориентирай се според хидратация. Ориентирай се по нужда, формула и начин на използване. Данните са от бранда.",134,src/components/SeoProductLanding.astro,IMPROVED_BELOW_135
https://bulgaritam.bg/bezhovi-rokli/,"Бежови рокли: сравни нюанса, кройката и размерите в предложенията от български брандове.",88,"Бежови рокли: сравни нюанса, кройката и размерите в предложенията от български брандове. Съпостави кройките, материите и начина на носене.",138,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/cherno-palto/,"Черни палта: сравни нюанса, кройката и размерите в предложенията от български брандове.",87,"Черни палта: сравни нюанса, кройката и размерите в предложенията от български брандове. Провери материята, размерите и указанията за поддръжка.",143,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/rachno-izraboteni-kartichki/,Открий ръчно изработени картички от български автори.,53,"Открий ръчно изработени картички от български автори. Сравни предложенията по вид, материали и предназначение. Детайлите са при бранда.",135,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/podarak-za-zhena-za-rozhden-den/,Открий подарък за жена за рожден ден от български марки.,56,"Открий подарък за жена за рожден ден от български марки. Подреди избора според човека, повода и вида подарък. Виж данните от бранда.",132,src/components/SeoProductLanding.astro,IMPROVED_BELOW_135
https://bulgaritam.bg/bulgarski-drehi/damski-chanti/,Открий български дамски чанти от локални марки в Българитъм.,60,"Открий български дамски чанти от локални марки в Българитъм. Съпостави кройките, материите и начина на носене. Провери ги при бранда.",133,src/components/SeoProductLanding.astro,IMPROVED_BELOW_135
https://bulgaritam.bg/p/kaisiya/,Открий Кайсия от 2 Лета в Българитъм. Подбрани български продукти с неповторим дизайн и качество.,97,"Натурален кайсиев ликьор „Кайсия“ от 2 Лета, 25% алк. и 500 мл, приготвен чрез мацерация на пресни кайсии в кайсиев дестилат.",125,src/pages/p/[slug].astro,IMPROVED_BELOW_135
https://bulgaritam.bg/zlatista-roklya/,"Златисти рокли: сравни нюанса, кройката и размерите в предложенията от български брандове.",90,"Златисти рокли: сравни нюанса, кройката и размерите в предложенията от български брандове. Ориентирай се по състав, силует и таблица с размери.",143,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/bulgarski-podaratsi/rachno-izraboteni/,Открий ръчно изработени подаръци от български марки в Българитъм.,65,"Открий ръчно изработени подаръци от български марки в Българитъм. Сравни идеите по повод, получател и вид продукт. Детайлите са при бранда.",139,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/bizhuta-ot-kehlibar/,"Бижута с кехлибар: сравни камъка кехлибар, размера и закопчаването в информацията от бранда.",92,"Бижута с кехлибар: сравни камъка кехлибар, размера и закопчаването в информацията от бранда. Сравни моделите по материал, размер, детайли и закопчаване.",152,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/srebarni-rokli/,"Сребристи рокли: сравни нюанса, кройката и размерите в предложенията от български брандове.",91,"Сребристи рокли: сравни нюанса, кройката и размерите в предложенията от български брандове. Провери материята, размерите и указанията за поддръжка.",147,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/bulgarski-kozeni-yaketa/,"Български кожени якета: сравни състава, кройката и размерите в предложенията от български брандове.",99,"Български кожени якета: сравни състава, кройката и размерите в предложенията от български брандове. Съпостави кройките, материите и начина на носене.",149,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/lenena-roklya/,"Ленени рокли: сравни състава, кройката и размерите в предложенията от български брандове.",89,"Ленени рокли: сравни състава, кройката и размерите в предложенията от български брандове. Сравни моделите по материя, кройка, размер и предназначение.",150,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/bizhuta-s-tigrovo-oko/,"Бижута с тигрово око: сравни камъка тигрово око, размера и закопчаването в информацията от бранда.",98,"Бижута с тигрово око: сравни камъка тигрово око, размера и закопчаването в информацията от бранда. Ориентирай се по вид бижу, материал, камък и размер.",151,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/p/az-i-ti/,Открий Аз и Ти от Moments в Българитъм. Подбрани български продукти с неповторим дизайн и качество.,99,"„Аз и Ти“ от Moments е комплект от 30 карти с идеи за изненади, места и занимания, създадени за повече споделени моменти между двойки.",134,src/pages/p/[slug].astro,IMPROVED_BELOW_135
https://bulgaritam.bg/kozmetika-za-kosopad/,Козметика за косопад: ориентирай се според грижа при косопад.,61,Козметика за косопад: ориентирай се според грижа при косопад. Съпостави формулите според нуждата и своята рутина. Провери ги при бранда.,136,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/bulgarsko-mazhko-belyo/,Българско мъжко бельо: сравни кройката и размерите в предложенията от български брандове.,89,"Българско мъжко бельо: сравни кройката и размерите в предложенията от български брандове. Съпостави кройките, материите и начина на носене.",139,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/zelena-roklya/,"Зелени рокли: сравни нюанса, кройката и размерите в предложенията от български брандове.",88,"Зелени рокли: сравни нюанса, кройката и размерите в предложенията от български брандове. Сравни моделите по материя, кройка, размер и предназначение.",149,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/tsitrin-grivna/,"Гривни с цитрин: сравни гривни, камъка цитрин, размера и закопчаването в информацията от бранда.",96,"Гривни с цитрин: сравни гривни, камъка цитрин, размера и закопчаването в информацията от бранда. Съпостави изработката, размерите и важните детайли.",148,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/vecherna-roklya/,"Вечерни рокли: сравни нюанса, кройката и размерите в предложенията от български брандове.",89,"Вечерни рокли: сравни нюанса, кройката и размерите в предложенията от български брандове. Ориентирай се по състав, силует и таблица с размери.",142,src/components/SeoProductLanding.astro,FIXED
