URL,PAGE_TYPE,PRODUCT_COUNT,PRODUCT_COUNT_GROUP,INCOMING_HTML_PAGES,INCOMING_SOURCE_URLS,PARENT_URL,CATEGORY_URL,REACHABLE_FROM_HOME,IN_SITEMAP,INDEXABILITY,RECOMMENDED_INTERNAL_LINK_SOURCES,PRIORITY,TITLE,GENERATED_BY
/podarak-za-dete-na-9-godini/,intent_landing,0,0,0,,/bulgarski-podaratsi/za-dete/,/bulgarski-podaratsi/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Подарък за дете на 9 години – идеи за подарък | Българитъм,src/pages/[...slug].astro or dedicated route
/podarak-za-godishnina-ot-svatba/,intent_landing,0,0,0,,/bulgarski-podaratsi/,/bulgarski-podaratsi/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Подарък за годишнина от сватба | Българитъм,src/pages/[...slug].astro or dedicated route
/podarak-za-lovets-mazh/,intent_landing,0,0,0,,/bulgarski-podaratsi/za-mazh/,/bulgarski-podaratsi/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Подарък за ловец – идеи за подарък | Българитъм,src/pages/[...slug].astro or dedicated route
/podarak-za-mazh-na-50/,intent_landing,0,0,0,,/bulgarski-podaratsi/za-mazh/,/bulgarski-podaratsi/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Подарък за 50-годишен мъж – идеи за подарък | Българитъм,src/pages/[...slug].astro or dedicated route
/podarak-za-mazh-ribar/,intent_landing,0,0,0,,/bulgarski-podaratsi/za-mazh/,/bulgarski-podaratsi/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Подарък за рибар – идеи за подарък | Българитъм,src/pages/[...slug].astro or dedicated route
/podarak-za-mazh-za-diplomirane/,intent_landing,0,0,0,,/bulgarski-podaratsi/za-mazh/,/bulgarski-podaratsi/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Подарък за дипломиране на мъж – идеи за подарък | Българитъм,src/pages/[...slug].astro or dedicated route
/podarak-za-parva-godishnina-ot-svatba/,intent_landing,0,0,0,,/bulgarski-podaratsi/,/bulgarski-podaratsi/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Подарък за първа годишнина от сватба | Българитъм,src/pages/[...slug].astro or dedicated route
/podarak-za-pensionirane-na-mazh/,intent_landing,0,0,0,,/bulgarski-podaratsi/za-mazh/,/bulgarski-podaratsi/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Подарък за пенсиониране на мъж | Българитъм,src/pages/[...slug].astro or dedicated route
/podarak-za-pensionirane-na-zhena/,intent_landing,0,0,0,,/bulgarski-podaratsi/za-zhena/,/bulgarski-podaratsi/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Подарък за пенсиониране на жена | Българитъм,src/pages/[...slug].astro or dedicated route
/podarak-za-perlena-svatba/,intent_landing,0,0,0,,/bulgarski-podaratsi/,/bulgarski-podaratsi/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Подарък за перлена сватба – идеи за подарък | Българитъм,src/pages/[...slug].astro or dedicated route
/podarak-za-srebarna-svatba/,intent_landing,0,0,0,,/bulgarski-podaratsi/,/bulgarski-podaratsi/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Подарък за сребърна сватба – идеи за подарък | Българитъм,src/pages/[...slug].astro or dedicated route
/podarak-za-zhena-na-50/,intent_landing,0,0,0,,/bulgarski-podaratsi/za-zhena/,/bulgarski-podaratsi/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Подарък за 50-годишна жена – идеи за подарък | Българитъм,src/pages/[...slug].astro or dedicated route
/podarak-za-zhena-na-60/,intent_landing,0,0,0,,/bulgarski-podaratsi/za-zhena/,/bulgarski-podaratsi/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Подарък за 60-годишна жена – идеи за подарък | Българитъм,src/pages/[...slug].astro or dedicated route
/podarak-za-zhena-za-diplomirane/,intent_landing,0,0,0,,/bulgarski-podaratsi/za-zhena/,/bulgarski-podaratsi/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Подарък за дипломиране на жена | Българитъм,src/pages/[...slug].astro or dedicated route
/podarak-za-zlatna-svatba/,intent_landing,0,0,0,,/bulgarski-podaratsi/,/bulgarski-podaratsi/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Подарък за златна сватба – идеи за подарък | Българитъм,src/pages/[...slug].astro or dedicated route
/prasteni-ot-meditsinska-stomana/,intent_landing,0,0,0,,/k/bijuta/,/k/aksesoari/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Пръстени от медицинска стомана | Българитъм,src/pages/[...slug].astro or dedicated route
/prasteni-srebro/,intent_landing,0,0,0,,/k/bijuta/,/k/aksesoari/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Пръстени от сребро – материал и детайли | Българитъм,src/pages/[...slug].astro or dedicated route
/prehodni-damski-yaketa/,intent_landing,0,0,0,,/k/damsko-obleklo/,/bulgarski-drehi/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Преходни дамски якета – модели и идеи | Българитъм,src/pages/[...slug].astro or dedicated route
/sportni-rokli/,intent_landing,0,0,0,,/k/damsko-obleklo/,/bulgarski-drehi/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Спортни рокли – модели и идеи | Българитъм,src/pages/[...slug].astro or dedicated route
/srebarni-rokli/,intent_landing,0,0,0,,/k/damsko-obleklo/,/bulgarski-drehi/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Сребристи рокли – модели и идеи | Българитъм,src/pages/[...slug].astro or dedicated route
/svetlosinya-roklya/,intent_landing,0,0,0,,/k/damsko-obleklo/,/bulgarski-drehi/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Светлосини рокли – модели и идеи | Българитъм,src/pages/[...slug].astro or dedicated route
/tamnosinya-roklya/,intent_landing,0,0,0,,/k/damsko-obleklo/,/bulgarski-drehi/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Тъмносини рокли – модели и идеи | Българитъм,src/pages/[...slug].astro or dedicated route
/tigrovo-oko-grivna/,intent_landing,0,0,0,,/k/bijuta/,/k/aksesoari/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Гривни с тигрово око – материал и детайли | Българитъм,src/pages/[...slug].astro or dedicated route
/tsitrin-grivna/,intent_landing,0,0,0,,/k/bijuta/,/k/aksesoari/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Гривни с цитрин – материал и детайли | Българитъм,src/pages/[...slug].astro or dedicated route
/vecherna-roklya/,intent_landing,0,0,0,,/k/damsko-obleklo/,/bulgarski-drehi/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Вечерни рокли – модели и идеи | Българитъм,src/pages/[...slug].astro or dedicated route
/zeleno-palto/,intent_landing,0,0,0,,/k/damsko-obleklo/,/bulgarski-drehi/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Зелени палта – модели и идеи | Българитъм,src/pages/[...slug].astro or dedicated route
/zhalta-roklya/,intent_landing,0,0,0,,/k/damsko-obleklo/,/bulgarski-drehi/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Жълти рокли – модели и идеи | Българитъм,src/pages/[...slug].astro or dedicated route
/zlaten-prasten-s-diamant/,intent_landing,0,0,0,,/k/bijuta/,/k/aksesoari/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Златни пръстени с диамант – материал и детайли | Българитъм,src/pages/[...slug].astro or dedicated route
/zlaten-prasten-s-rubin/,intent_landing,0,0,0,,/k/bijuta/,/k/aksesoari/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Златни пръстени с рубин – материал и детайли | Българитъм,src/pages/[...slug].astro or dedicated route
/zlatista-roklya/,intent_landing,0,0,0,,/k/damsko-obleklo/,/bulgarski-drehi/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Златисти рокли – модели и идеи | Българитъм,src/pages/[...slug].astro or dedicated route
/zlatna-grivna/,intent_landing,0,0,0,,/k/bijuta/,/k/aksesoari/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Златни гривни – материал и детайли | Българитъм,src/pages/[...slug].astro or dedicated route
/zlatna-obetsa/,intent_landing,0,0,0,,/k/bijuta/,/k/aksesoari/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Златни обеци – материал и детайли | Българитъм,src/pages/[...slug].astro or dedicated route
/zlatni-obetsi-s-diamanti/,intent_landing,0,0,0,,/k/bijuta/,/k/aksesoari/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Златни обеци с диаманти – материал и детайли | Българитъм,src/pages/[...slug].astro or dedicated route
/zlatno-kolie-s-diamant/,intent_landing,0,0,0,,/k/bijuta/,/k/aksesoari/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Златни колиета с диамант – материал и детайли | Българитъм,src/pages/[...slug].astro or dedicated route
/zlatno-kolie-s-perla/,intent_landing,0,0,0,,/k/bijuta/,/k/aksesoari/,NO,YES,INDEX,Keep in sitemap; add products manually; do not promote prominently until content exists,MONITOR,Златни колиета с перла – материал и детайли | Българитъм,src/pages/[...slug].astro or dedicated route
/bizhuta-s-hematit/,intent_landing,1,1,0,,/k/bijuta/,/k/aksesoari/,NO,YES,INDEX,Add a contextual child link from /k/bijuta/ and links from matching product pages,P1,Бижута с хематит – материал и детайли | Българитъм,src/pages/[...slug].astro or dedicated route
/bulgarska-bio-kozmetika/,intent_landing,1,1,0,,/,/,NO,YES,INDEX,Add a contextual child link from / and links from matching product pages,P1,Българска био козметика | Българитъм,src/pages/[...slug].astro or dedicated route
/bulgarska-kozmetika-s-roza/,intent_landing,1,1,3,/k/kozmetika/; /kozmetika-s-shafran/; /naturalna-bulgarska-kozmetika/,/k/kozmetika/,/k/kozmetika/,YES,YES,INDEX,Maintain semantic parent/product links; no forced expansion,P3,Българска козметика с розово масло | Българитъм,src/pages/[...slug].astro or dedicated route
/damska-lenena-riza/,intent_landing,1,1,0,,/k/damsko-obleklo/,/bulgarski-drehi/,NO,YES,INDEX,Add a contextual child link from /k/damsko-obleklo/ and links from matching product pages,P1,Дамски ленени ризи – модели и идеи | Българитъм,src/pages/[...slug].astro or dedicated route
/dankova-roklya/,intent_landing,1,1,0,,/k/damsko-obleklo/,/bulgarski-drehi/,NO,YES,INDEX,Add a contextual child link from /k/damsko-obleklo/ and links from matching product pages,P1,Дънкови рокли – модели и идеи | Българитъм,src/pages/[...slug].astro or dedicated route
/grivna-srebro/,intent_landing,1,1,0,,/k/bijuta/,/k/aksesoari/,NO,YES,INDEX,Add a contextual child link from /k/bijuta/ and links from matching product pages,P1,Гривни от сребро – материал и детайли | Българитъм,src/pages/[...slug].astro or dedicated route
/kozmetika-za-mazna-kozha/,intent_landing,1,1,6,/k/kozmetika-lice/; /kozmetika-za-chuvstvitelna-kozha/; /kozmetika-za-dehidratirana-kozha/; /kozmetika-za-hidratatsiya/; /kozmetika-za-protiv-brachki/; /kozmetika-za-suha-kozha/,/k/kozmetika-lice/,/k/kozmetika/,YES,YES,INDEX,Maintain semantic parent/product links; no forced expansion,P3,Козметика за мазна кожа – грижа и състав | Българитъм,src/pages/[...slug].astro or dedicated route
/luksozen-podarak-za-uchitelka/,intent_landing,1,1,0,,/bulgarski-podaratsi/za-zhena/,/bulgarski-podaratsi/,NO,YES,INDEX,Add a contextual child link from /bulgarski-podaratsi/za-zhena/ and links from matching product pages,P1,Подарък за учителка – идеи за подарък | Българитъм,src/pages/[...slug].astro or dedicated route
/originalen-podarak-za-momche-na-14-godini/,intent_landing,1,1,16,/bulgarski-podaratsi/za-dete/; /k/za-dete/; /originalen-podarak-za-10-godishno-momche/; /originalen-podarak-za-10-godishno-momiche/; /originalen-podarak-za-9-godishno-momiche/; /originalen-podarak-za-momiche-na-14-godini/; /originalen-podarak-za-momiche-na-7-godini/; /podarak-za-4-godishno-momche/; /podarak-za-dete-na-1-godina/; /podarak-za-dete-na-10-godini/; /podarak-za-dete-na-14-godini/; /podarak-za-dete-na-2-godini/; /podarak-za-dete-na-3-godini/; /podarak-za-dete-na-4-godini/; /podarak-za-dete-na-7-godini/; /podarak-za-dete-na-9-godini/,/bulgarski-podaratsi/za-dete/,/bulgarski-podaratsi/,YES,YES,INDEX,Maintain semantic parent/product links; no forced expansion,P3,Подарък за 14-годишно момче – идеи за подарък | Българитъм,src/pages/[...slug].astro or dedicated route
/originalen-podarak-za-momiche-na-14-godini/,intent_landing,1,1,16,/bulgarski-podaratsi/za-dete/; /k/za-dete/; /originalen-podarak-za-10-godishno-momche/; /originalen-podarak-za-10-godishno-momiche/; /originalen-podarak-za-9-godishno-momiche/; /originalen-podarak-za-momche-na-14-godini/; /originalen-podarak-za-momiche-na-7-godini/; /podarak-za-4-godishno-momche/; /podarak-za-dete-na-1-godina/; /podarak-za-dete-na-10-godini/; /podarak-za-dete-na-14-godini/; /podarak-za-dete-na-2-godini/; /podarak-za-dete-na-3-godini/; /podarak-za-dete-na-4-godini/; /podarak-za-dete-na-7-godini/; /podarak-za-dete-na-9-godini/,/bulgarski-podaratsi/za-dete/,/bulgarski-podaratsi/,YES,YES,INDEX,Maintain semantic parent/product links; no forced expansion,P3,Подарък за 14-годишно момиче – идеи за подарък | Българитъм,src/pages/[...slug].astro or dedicated route
/podarak-za-20-godishen-mazh/,intent_landing,1,1,0,,/bulgarski-podaratsi/za-mazh/,/bulgarski-podaratsi/,NO,YES,INDEX,Add a contextual child link from /bulgarski-podaratsi/za-mazh/ and links from matching product pages,P1,Подарък за 20-годишен мъж – идеи за подарък | Българитъм,src/pages/[...slug].astro or dedicated route
/podarak-za-30-godishnina-na-mazh/,intent_landing,1,1,0,,/bulgarski-podaratsi/za-mazh/,/bulgarski-podaratsi/,NO,YES,INDEX,Add a contextual child link from /bulgarski-podaratsi/za-mazh/ and links from matching product pages,P1,Подарък за 30-годишен мъж – идеи за подарък | Българитъм,src/pages/[...slug].astro or dedicated route
/podarak-za-dete-na-14-godini/,intent_landing,1,1,16,/bulgarski-podaratsi/za-dete/; /k/za-dete/; /originalen-podarak-za-10-godishno-momche/; /originalen-podarak-za-10-godishno-momiche/; /originalen-podarak-za-9-godishno-momiche/; /originalen-podarak-za-momche-na-14-godini/; /originalen-podarak-za-momiche-na-14-godini/; /originalen-podarak-za-momiche-na-7-godini/; /podarak-za-4-godishno-momche/; /podarak-za-dete-na-1-godina/; /podarak-za-dete-na-10-godini/; /podarak-za-dete-na-2-godini/; /podarak-za-dete-na-3-godini/; /podarak-za-dete-na-4-godini/; /podarak-za-dete-na-7-godini/; /podarak-za-dete-na-9-godini/,/bulgarski-podaratsi/za-dete/,/bulgarski-podaratsi/,YES,YES,INDEX,Maintain semantic parent/product links; no forced expansion,P3,Подарък за дете на 14 години – идеи за подарък | Българитъм,src/pages/[...slug].astro or dedicated route
/podarak-za-kulinar-mazh/,intent_landing,1,1,24,/bulgarski-podaratsi/za-mazh/; /k/podaraci-za-nego/; /k/za-mazh/; /koleden-podarak-za-mazh/; /personaliziran-podarak-za-mazh/; /podarak-za-20-godishen-mazh/; /podarak-za-25-godishen-mazh/; /podarak-za-30-godishnina-na-mazh/; /podarak-za-40-godishnina-na-mazh/; /podarak-za-60-godishen-yubiley-mazh/; /podarak-za-70-godishnina-na-mazh/; /podarak-za-80-godishnina-na-mazh/; /podarak-za-lovets-mazh/; /podarak-za-mazh-na-50/; /podarak-za-mazh-ribar/; /podarak-za-mazh-sportist/; /podarak-za-mazh-za-diplomirane/; /podarak-za-mazh-za-imen-den/; /podarak-za-mazh-za-rozhden-den/; /podarak-za-mazh-za-sveti-valentin/; /podarak-za-pensionirane-na-mazh/; /praktichen-podarak-za-mazh/; /romantichen-podarak-za-mazh/; /zabaven-podarak-za-mazh/,/bulgarski-podaratsi/za-mazh/,/bulgarski-podaratsi/,YES,YES,INDEX,Maintain semantic parent/product links; no forced expansion,P3,"Подарък за мъж, който обича да готви | Българитъм",src/pages/[...slug].astro or dedicated route
/podarak-za-zhena-za-8-mart/,intent_landing,1,1,0,,/bulgarski-podaratsi/za-zhena/,/bulgarski-podaratsi/,NO,YES,INDEX,Add a contextual child link from /bulgarski-podaratsi/za-zhena/ and links from matching product pages,P1,Подарък за жена за 8 март – идеи за подарък | Българитъм,src/pages/[...slug].astro or dedicated route
/praktichen-podarak-za-mazh/,intent_landing,1,1,0,,/bulgarski-podaratsi/za-mazh/,/bulgarski-podaratsi/,NO,YES,INDEX,Add a contextual child link from /bulgarski-podaratsi/za-mazh/ and links from matching product pages,P1,Практичен подарък за мъж – идеи за подарък | Българитъм,src/pages/[...slug].astro or dedicated route
/rozova-riza/,intent_landing,1,1,0,,/k/damsko-obleklo/,/bulgarski-drehi/,NO,YES,INDEX,Add a contextual child link from /k/damsko-obleklo/ and links from matching product pages,P1,Розови ризи – модели и идеи | Българитъм,src/pages/[...slug].astro or dedicated route
/sinya-roklya/,intent_landing,1,1,0,,/k/damsko-obleklo/,/bulgarski-drehi/,NO,YES,INDEX,Add a contextual child link from /k/damsko-obleklo/ and links from matching product pages,P1,Сини рокли – модели и идеи | Българитъм,src/pages/[...slug].astro or dedicated route
/zelena-roklya/,intent_landing,1,1,0,,/k/damsko-obleklo/,/bulgarski-drehi/,NO,YES,INDEX,Add a contextual child link from /k/damsko-obleklo/ and links from matching product pages,P1,Зелени рокли – модели и идеи | Българитъм,src/pages/[...slug].astro or dedicated route
/bezhovi-rokli/,intent_landing,2,2,0,,/k/damsko-obleklo/,/bulgarski-drehi/,NO,YES,INDEX,Add a contextual child link from /k/damsko-obleklo/ and links from matching product pages,P1,Бежови рокли – модели и идеи | Българитъм,src/pages/[...slug].astro or dedicated route
/bulgarski-detski-knigi/,intent_landing,2,2,1,/k/knigi/,/k/knigi/,/k/zabavlenie/,NO,YES,INDEX,"Strengthen from /k/knigi/, one relevant sibling hub, and matching product pages",P2,Български детски книги – за деца и семейства | Българитъм,src/pages/[...slug].astro or dedicated route
/bulgarski-ezhednevni-rokli/,intent_landing,2,2,0,,/k/damsko-obleklo/,/bulgarski-drehi/,NO,YES,INDEX,Add a contextual child link from /k/damsko-obleklo/ and links from matching product pages,P1,Български ежедневни рокли – модели и идеи | Българитъм,src/pages/[...slug].astro or dedicated route
/bulgarski-oficialni-rokli/,intent_landing,2,2,0,,/k/damsko-obleklo/,/bulgarski-drehi/,NO,YES,INDEX,Add a contextual child link from /k/damsko-obleklo/ and links from matching product pages,P1,Български официални рокли – модели и идеи | Българитъм,src/pages/[...slug].astro or dedicated route
/byala-damska-riza/,intent_landing,2,2,0,,/k/damsko-obleklo/,/bulgarski-drehi/,NO,YES,INDEX,Add a contextual child link from /k/damsko-obleklo/ and links from matching product pages,P1,Бели дамски ризи – модели и идеи | Българитъм,src/pages/[...slug].astro or dedicated route
/cherno-palto/,intent_landing,2,2,0,,/k/damsko-obleklo/,/bulgarski-drehi/,NO,YES,INDEX,Add a contextual child link from /k/damsko-obleklo/ and links from matching product pages,P1,Черни палта – модели и идеи | Българитъм,src/pages/[...slug].astro or dedicated route
/godezhni-prasteni/,intent_landing,2,2,0,,/k/bijuta/,/k/aksesoari/,NO,YES,INDEX,Add a contextual child link from /k/bijuta/ and links from matching product pages,P1,Годежни пръстени – материал и детайли | Българитъм,src/pages/[...slug].astro or dedicated route
/k/grim/,taxonomy_landing,2,2,22,/brand/nl-beauty/; /bulgarska-kozmetika-s-roza/; /k/grim/; /k/kozmetika-kosa/; /k/kozmetika-lice/; /k/kozmetika-tyalo/; /k/kozmetika-za-mazhe/; /k/kozmetika/; /kozmetika-s-shafran/; /kozmetika-za-chuvstvitelna-kozha/; /kozmetika-za-dehidratirana-kozha/; /kozmetika-za-hidratatsiya/; /kozmetika-za-kosopad/; /kozmetika-za-mazna-kosa/; /kozmetika-za-mazna-kozha/; /kozmetika-za-protiv-brachki/; /kozmetika-za-suha-kosa/; /kozmetika-za-suha-kozha/; /kozmetika-za-uvredena-kosa/; /naturalna-bulgarska-kozmetika/; /p/trio-stik-senki-za-ochi/; /p/trio-techno-matovo-chervilo/,/k/kozmetika/,/k/kozmetika/,YES,YES,INDEX,Maintain semantic parent/product links; no forced expansion,P3,Български грим от локални марки | Българитъм,src/pages/k/[slug].astro
/kafyavo-palto/,intent_landing,2,2,0,,/k/damsko-obleklo/,/bulgarski-drehi/,NO,YES,INDEX,Add a contextual child link from /k/damsko-obleklo/ and links from matching product pages,P1,Кафяви палта – модели и идеи | Българитъм,src/pages/[...slug].astro or dedicated route
/kozmetika-za-mazna-kosa/,intent_landing,2,2,4,/k/kozmetika-kosa/; /kozmetika-za-kosopad/; /kozmetika-za-suha-kosa/; /kozmetika-za-uvredena-kosa/,/k/kozmetika-kosa/,/k/kozmetika/,YES,YES,INDEX,Maintain semantic parent/product links; no forced expansion,P3,Козметика за мазна коса – грижа и състав | Българитъм,src/pages/[...slug].astro or dedicated route
/kozmetika-za-uvredena-kosa/,intent_landing,2,2,4,/k/kozmetika-kosa/; /kozmetika-za-kosopad/; /kozmetika-za-mazna-kosa/; /kozmetika-za-suha-kosa/,/k/kozmetika-kosa/,/k/kozmetika/,YES,YES,INDEX,Maintain semantic parent/product links; no forced expansion,P3,Козметика за увредена коса – грижа и състав | Българитъм,src/pages/[...slug].astro or dedicated route
/lenena-roklya/,intent_landing,2,2,0,,/k/damsko-obleklo/,/bulgarski-drehi/,NO,YES,INDEX,Add a contextual child link from /k/damsko-obleklo/ and links from matching product pages,P1,Ленени рокли – модели и идеи | Българитъм,src/pages/[...slug].astro or dedicated route
/rozovi-rokli/,intent_landing,2,2,0,,/k/damsko-obleklo/,/bulgarski-drehi/,NO,YES,INDEX,Add a contextual child link from /k/damsko-obleklo/ and links from matching product pages,P1,Розови рокли – модели и идеи | Българитъм,src/pages/[...slug].astro or dedicated route
/zlatni-kolieta/,intent_landing,2,2,0,,/k/bijuta/,/k/aksesoari/,NO,YES,INDEX,Add a contextual child link from /k/bijuta/ and links from matching product pages,P1,Златни колиета – материал и детайли | Българитъм,src/pages/[...slug].astro or dedicated route
/beli-rokli/,intent_landing,3,3,43,/balni-rokli/; /bezhovi-rokli/; /boho-roklya/; /bulgarski-damski-pizhami/; /bulgarski-damski-sportni-ekipi/; /bulgarski-drehi/rokli/; /bulgarski-ezhednevni-rokli/; /bulgarski-kozeni-yaketa/; /bulgarski-letni-rokli/; /bulgarski-oficialni-rokli/; /bulgarski-palta-ot-valna/; /byala-damska-riza/; /cherna-riza/; /cherna-roklya/; /cherno-palto/; /chervena-roklya/; /damska-lenena-riza/; /damska-pizhama-pamuk/; /damski-bluzi-s-dalag-rakav/; /damski-bluzi-s-kas-rakav/; /damski-rokli-s-dalag-rakav/; /damski-rokli-s-kas-rakav/; /dankova-roklya/; /esenni-rokli/; /k/damsko-obleklo/; /kafyava-roklya/; /kafyavo-palto/; /lenena-roklya/; /pamuchni-rokli/; /prehodni-damski-yaketa/; /roklya-saten/; /rozova-riza/; /rozovi-rokli/; /sinya-roklya/; /sportni-rokli/; /srebarni-rokli/; /svetlosinya-roklya/; /tamnosinya-roklya/; /vecherna-roklya/; /zelena-roklya/; /zeleno-palto/; /zhalta-roklya/; /zlatista-roklya/,/k/damsko-obleklo/,/bulgarski-drehi/,YES,YES,INDEX,Maintain semantic parent/product links; no forced expansion,P3,Бели рокли – модели и идеи | Българитъм,src/pages/[...slug].astro or dedicated route
/bizhuta-ot-meditsinska-stomana/,intent_landing,3,3,46,/bizhuta-ot-kehlibar/; /bizhuta-po-porachka/; /bizhuta-s-cheren-turmalin/; /bizhuta-s-diamanti/; /bizhuta-s-hematit/; /bizhuta-s-izumrud/; /bizhuta-s-labradorit/; /bizhuta-s-moysanit/; /bizhuta-s-perli/; /bizhuta-s-rubin/; /bizhuta-s-tigrovo-oko/; /bizhuta-s-tsitrin/; /godezhen-prasten-s-diamant/; /godezhni-prasteni/; /grivna-cherven-konets/; /grivna-s-bukva/; /grivna-s-ime/; /grivna-s-krast/; /grivna-srebro/; /grivni-ot-meditsinska-stomana/; /hematit-grivna/; /k/bijuta/; /k/srebarni-bijuta/; /kolieta-ot-meditsinska-stomana/; /kutiya-za-bizhuta/; /mazhki-bizhuta/; /obetsi-ot-meditsinska-stomana/; /obetsi-ot-srebro/; /pozlateni-bizhuta/; /prasteni-ot-meditsinska-stomana/; /prasteni-srebro/; /rachno-izraboteni-bizhuta/; /rachno-izraboteni-grivni/; /rachno-izraboteni-obetsi/; /srebarni-kolieta/; /tigrovo-oko-grivna/; /tsitrin-grivna/; /zlaten-prasten-s-diamant/; /zlaten-prasten-s-rubin/; /zlaten-prasten/; /zlatna-grivna/; /zlatna-obetsa/; /zlatni-kolieta/; /zlatni-obetsi-s-diamanti/; /zlatno-kolie-s-diamant/; /zlatno-kolie-s-perla/,/k/bijuta/,/k/aksesoari/,YES,YES,INDEX,Maintain semantic parent/product links; no forced expansion,P3,Бижута от медицинска стомана | Българитъм,src/pages/[...slug].astro or dedicated route
/cherna-roklya/,intent_landing,3,3,0,,/k/damsko-obleklo/,/bulgarski-drehi/,NO,YES,INDEX,Add a contextual child link from /k/damsko-obleklo/ and links from matching product pages,P1,Черни рокли – модели и идеи | Българитъм,src/pages/[...slug].astro or dedicated route
/k/grizha-za-domashni-lyubimci/,taxonomy_landing,3,3,7,/brand/amira-perfumes/; /k/aksesoari-za-domashni-lyubimci/; /k/domashni-lyubimci/; /k/grizha-za-domashni-lyubimci/; /p/parfum-za-domashen-lyubimec-miss-puppy/; /p/parfum-za-domashen-lyubimec-mr-puppy/; /p/set-mehlemi-za-domashni-lyubimci/,/k/domashni-lyubimci/,/k/domashni-lyubimci/,YES,YES,INDEX,Maintain semantic parent/product links; no forced expansion,P3,Всички продукти | Домашни любимци | Българитъм,src/pages/k/[slug].astro
